S.No.,District,Location,Latitude,Longitude,pH,EC,TDS,TH,Ca,Mg,Na,K,"CO
3","HCO
3",Cl,"SO
4","NO
3",F,U,SAR,RSC
795,Nashik,Deola-1,20.464,74.184,7.92,1536,983,495,64,81,124,4.8,0,275,209,136,115,0.48,1.62,2.43,-5.4
796,Nashik,Toharabad-1,20.782,74.133,7.94,1200,768,390,56,61,91,0.6,0,287,103,93,106,1.06,1.52,2.01,-3.1
797,Nashik,Nampur-1,20.733,74.316,8.06,1002,641,250,42,35,109,2,0,317,113,60,53,0.48,7.51,3,0.2
798,Nashik,Virgaon,20.694,74.134,7.99,1202,769,365,50,58,91,0.7,0,299,82,66,172,0.79,1.72,2.07,-2.4
799,Nashik,Umrane-1,20.422,74.35,8.01,1344,860,400,80,49,110,5.9,0,323,131,141,90,0.5,1.51,2.39,-2.7
800,Nashik,Jaikheda,20.793,74.203,8.13,1263,808,400,50,67,92,0.7,0,427,110,52,96,0.74,2.72,2,-1
801,Nashik,Gosrane,20.5,73.926,7.86,639,409,250,30,43,32,0.3,0,262,25,30,61,0.38,0.5,0.89,-0.7
802,Nashik,Sargana,20.561,73.639,8.03,252,161,85,14,12,24,0.4,0,122,14,14,9,0.45,0.04,1.12,0.3
803,Nashik,Kalvan,20.493,74.036,7.99,1478,946,555,84,84,73,0.3,0,439,152,63,150,0.69,0.81,1.35,-3.9
804,Nashik,Pimplekothi,20.827,74.136,8.02,1250,800,510,80,75,43,0.5,0,262,124,76,167,0.72,0.79,0.84,-5.9
805,Nashik,Borgaon,20.508,73.754,8.05,451,289,200,32,29,12,0.4,0,153,32,33,29,0.3,0.22,0.37,-1.5
806,Nashik,Abapur-shivar,20.273,73.521,7.93,259,166,100,26,9,12,1.4,0,128,7,11,5,0.34,0.18,0.5,0.1
807,Nashik,Vavi,20.9297,79.0036,7.83,1296,829,370,44,63,101,23.6,0,330,138,115,72,0.46,1.29,2.28,-2
808,Osmanabad,Vadgaon Siddheswar,18.117,76.067,7.56,1092,699,400,140,12,62,10.8,0,226,174,78,35,0.48,5.96,1.35,-4.3
809,Osmanabad,Dhoki,18.374,76.1,7.58,2088,1336,600,136,63,126,9.9,0,427,160,204,49,0.77,6.69,2.24,-5
810,Osmanabad,Wasi-1,18.557,75.786,7.67,758,485,265,50,34,49,7,0,177,85,69,31,0.54,0.65,1.3,-2.4
811,Osmanabad,Dhorala-1,18.399,76.151,7.26,1178,754,440,68,66,74,1.4,0,384,156,66,37,0.95,0.96,1.54,-2.5
812,Osmanabad,Osmanabad-1,18.18,76.034,7.51,1152,737,385,66,53,68,3.3,0,287,149,70,78,0.67,5.09,1.51,-3
813,Osmanabad,Karajkheda,18.034,76.275,7.52,575,368,230,50,26,25,0.8,0,189,50,39,33,0.97,1.21,0.71,-1.5
814,Osmanabad,Govindpur,18.456,76.091,7.45,1482,948,370,56,56,123,24.5,0,488,145,74,52,0.82,2,2.78,0.6
815,Osmanabad,Shiradhon,18.514,76.181,7.71,982,628,325,68,38,64,25.3,0,342,82,56,14,0.74,1.65,1.54,-0.9
816,Osmanabad,Kalamb-1,18.567,76.017,7.52,506,324,130,32,12,48,9.8,0,195,21,27,13,0.63,1.26,1.83,0.6
817,Osmanabad,It-1,18.615,75.596,7.62,602,385,290,44,44,28,1.6,0,183,106,27,30,0.53,1.87,0.72,-2.8
818,Osmanabad,Ter,18.324,76.134,7.74,1038,664,190,28,29,148,3.6,0,342,78,85,5,0.45,1.13,4.67,1.8
819,Osmanabad,Pethsangavi,17.984,76.553,7.61,691,442,135,24,18,101,2.7,0,189,67,66,18,0.45,0.42,3.76,0.4
820,Osmanabad,Chakur,17.968,76.649,7.8,597,382,145,18,24,66,2.1,0,183,82,38,6,0.61,0.86,2.38,0.1
821,Osmanabad,Gandora,17.917,76.217,7.61,769,492,315,68,35,31,1.1,0,238,32,83,36,0.42,2.09,0.77,-2.4
822,Osmanabad,Turori,17.833,76.683,7.51,1055,675,410,70,57,36,1.8,0,336,103,71,43,0.51,0.85,0.78,-2.7
823,Osmanabad,Takiwiki,18.033,76.217,7.59,684,437,210,40,27,59,2.2,0,244,85,32,10,0.47,1.62,1.78,-0.2
824,Osmanabad,Sonari,18.371,75.425,7.56,1005,643,290,50,40,47,7.8,0,336,21,80,6,0.66,2.04,1.21,-0.3
825,Osmanabad,Andur,17.833,76.243,7.63,909,582,315,60,40,57,19.3,0,397,57,16,9,0.45,1.87,1.39,0.2
826,Osmanabad,Sarola,17.965,76.034,7.59,582,373,205,52,18,32,7.7,0,171,82,30,8,0.64,0.76,0.98,-1.3
827,Osmanabad,Jalkot-3,17.824,76.334,7.79,860,551,330,66,40,21,0.7,0,262,60,62,4,0.52,1.37,0.5,-2.3
828,Osmanabad,Nandori,17.869,76.103,7.66,591,378,200,26,33,33,1.4,0,165,43,39,44,0.45,0.46,1.02,-1.3
829,Parbhani,Chikhalthana,19.55,76.483,7.33,701,449,250,36,39,41,1.5,0,330,25,19,40,0.66,1.28,1.13,0.4
830,Parbhani,Jintur,19.617,76.683,8.09,1181,756,300,28,56,69,110.6,0,311,131,68,86,0.25,0.66,1.74,-0.9
831,Parbhani,Manwat,19.3,76.483,7.2,1060,678,395,76,50,56,1.3,0,244,135,69,85,0.31,1.6,1.22,-3.9
832,Parbhani,Gojegaon,19.539,76.944,7.45,724,463,285,34,49,31,2.2,0,305,35,30,41,0.53,0.3,0.8,-0.7
833,Parbhani,Singanapur,19.175,76.742,7.25,1896,1213,665,86,109,99,47.8,0,323,390,93,68,0.3,4.6,1.66,-8
834,Parbhani,Kerwadi,18.983,76.867,7.74,649,415,265,48,35,26,1.5,0,256,46,49,9,0.42,0.18,0.7,-1.1
835,Parbhani,Mankeswar,19.683,76.7,7.59,1003,642,370,70,47,53,10.3,0,458,67,24,20,0.44,1.49,1.19,0.1
836,Parbhani,Todkalas,19.133,76.933,7.89,1187,760,335,48,52,110,10.8,0,336,156,82,13,0.67,1.46,2.62,-1.2
837,Parbhani,Selu,19.368,76.404,7.38,1771,1133,535,82,80,158,5.9,0,555,191,75,20,1.14,8.97,2.96,-1.6
838,Parbhani,Pedgaon2,19.325,76.658,7.57,840,537,360,36,66,23,0.6,0,250,57,70,75,0.6,0.77,0.54,-3.1
839,Parbhani,Panchegaon-1,19.556,76.709,7.58,1053,674,365,28,72,73,1.1,0,311,85,54,89,0.9,2,1.66,-2.2
840,Parbhani,Hadgaon-1,19.314,76.313,7.67,9294,5948,2550,333,418,973,10,0,970,2265,82,213,0.86,28.88,8.37,-35.1
841,Parbhani,Anjanwadi-1,19.019,76.835,7.42,1398,895,320,16,68,171,3.2,0,409,184,55,48,0.69,4.01,4.16,0.3
842,Parbhani,Wadgaon,18.943,76.648,7.71,699,447,265,28,47,38,1.7,0,165,99,51,33,0.9,2.9,1.01,-2.6
843,Parbhani,Rani Sawargaon-1,18.878,76.849,7.59,1194,764,365,32,69,115,1,0,293,174,51,71,0.77,2.51,2.62,-2.5
844,Parbhani,Isath,18.912,76.778,7.89,1013,648,100,20,12,180,1.2,0,195,167,55,23,0.34,0.18,7.84,1.2
845,Parbhani,Charthana-1,19.622,76.539,8.15,631,404,240,20,46,31,0.6,0,177,67,37,44,0.7,0.43,0.86,-1.9
846,Parbhani,Walur-1,19.49,76.551,7.46,745,477,290,26,55,32,0.7,0,128,121,61,41,0.55,2.12,0.82,-3.7
847,Parbhani,Pathri-1,19.276,76.432,7.58,1007,644,360,26,72,62,3.6,0,287,149,49,23,0.51,3.37,1.43,-2.5
848,Parbhani,Devgaon,19.614,76.463,7.57,844,540,285,20,57,64,1.1,0,275,67,48,67,0.97,2.07,1.64,-1.2
849,Parbhani,Avalgaon,18.974,76.614,7.69,672,430,275,24,52,27,3.1,0,232,50,51,42,0.6,1.33,0.7,-1.7
850,Parbhani,Gangakhed-3,18.966,76.731,7.73,617,395,260,10,57,23,0.9,0,238,39,38,21,0.85,1.69,0.61,-1.3
851,Parbhani,Daithana,19.067,76.716,7.97,1807,1156,130,10,26,346,1.8,0,769,156,37,13,1.41,1.86,13.21,10
852,Parbhani,Pedgaon-3,19.303,76.678,7.67,686,439,290,14,62,26,2.1,0,281,25,28,62,0.8,0.86,0.66,-1.2
853,Parbhani,Kola,19.344,76.562,7.75,667,427,225,16,45,48,1.3,0,262,25,20,72,0.92,0.52,1.39,-0.2
854,Parbhani,Wadi Pati,19.305,76.348,8.2,1019,652,280,20,56,104,1.7,0,232,156,60,30,1,0.54,2.71,-1.8
855,Parbhani,Bori,19.486,76.723,8.13,661,423,255,20,50,30,1.1,0,195,57,41,61,0.72,0.16,0.81,-1.9
856,Parbhani,Karegaon,19.266,76.823,8.21,1135,726,110,8,22,210,1.4,0,403,96,64,29,1.6,1.58,8.7,4.4
857,Parbhani,Dharmapur,19.296,76.751,8.21,1147,734,170,12,34,185,2.2,0,409,103,45,44,1.31,2.3,6.18,3.3
858,Parbhani,Bangri,19.563,76.694,8.21,1318,844,280,22,55,173,5.1,0,445,142,56,14,1.29,0.98,4.5,1.7
859,Parbhani,Tarborgaon,19.324,76.608,8.21,739,473,240,8,53,59,3.7,0,238,39,42,80,1.54,3.48,1.66,-0.9
860,Parbhani,Jhari-1,19.426,76.766,7.8,1648,1055,105,4,23,340,1.2,0,848,39,21,74,1.03,5.25,14.42,11.8
861,Parbhani,Ambarwadi,20.185,77.089,7.3,1940,1242,770,30,169,79,6.8,0,183,443,31,214,0.55,1.66,1.23,-12.4
862,Parbhani,Moregaon,19.853,76.455,7.85,928,594,210,18,40,107,6.2,0,256,131,41,36,0.75,1.94,3.21,0
863,Parbhani,Sonpeth,19.026,76.472,7.98,1484,950,200,14,40,240,2.9,0,445,209,29,66,1.1,1.86,7.38,3.3
864,Parbhani,Shirshi (Bk),19.075,76.6,7.76,1085,694,315,16,67,106,1.6,0,268,174,40,48,1.06,3.12,2.6,-1.9
865,Parbhani,Wadgaon Sukre,19.138,76.653,7.71,894,572,280,32,49,76,0.8,0,256,128,39,43,1.06,0.44,1.98,-1.4
866,Pune,Patas,18.433,74.433,7.77,1601,1025,275,70,24,201,55.6,0,610,145,40,47,0.93,1.23,5.28,4.5
867,Pune,Shirur,18.817,74.367,7.69,1880,1203,675,194,46,118,1.3,0,488,245,102,21,1.02,3.71,1.98,-5.5
868,Pune,Sakurde,18.283,74.117,7.89,826,529,275,56,33,38,16.2,0,342,53,17,40,0.29,0.42,1,0.1
869,Pune,Otur,19.271,73.967,7.73,844,540,290,60,34,50,0.5,0,360,50,28,42,0.34,0.75,1.27,0.1
870,Pune,Narayangaon,19.133,73.983,7.74,917,587,355,60,50,54,0.3,0,439,32,34,18,0.8,0.89,1.26,0.1
871,Pune,Shivpur Khed,18.333,73.85,7.6,1049,671,465,120,40,31,0.4,0,354,138,40,29,0.34,2.1,0.63,-3.5
872,Pune,Pimpri (Kh) Malvasti,18.101,74.203,7.9,1171,749,250,56,27,153,0.9,0,458,67,91,17,0.59,2.16,4.21,2.5
873,Pune,Wehle,18.3,73.633,7.62,1058,677,425,60,67,32,0.5,0,354,138,39,18,0.41,2.78,0.67,-2.7
874,Pune,Bhadalwadi,18.267,74.767,7.61,1123,719,425,90,49,31,0.4,0,342,138,36,5,0.37,3.54,0.65,-2.9
875,Pune,Narayanpur,18.303,73.975,7.71,609,390,275,80,18,15,3.3,0,305,28,9,40,0.32,0.65,0.4,-0.5
876,Pune,Dorlewadi,18.084,74.611,8.16,998,639,400,100,36,40,8.5,0,433,60,9,47,0.33,4.91,0.86,-0.9
877,Pune,Dhumalwadi,18.101,74.481,8.01,1500,960,325,60,43,201,2.2,0,458,202,69,23,0.38,2.36,4.85,1
878,Pune,Jejuri,18.268,74.171,7.83,1159,742,345,60,47,103,0.4,0,458,103,33,41,0.44,1.25,2.41,0.6
879,Pune,Parne,18.633,74.05,7.95,1833,1173,430,60,68,194,0.9,0,580,220,71,45,0.57,6.01,4.08,0.9
880,Pune,Junnar,19.206,73.869,7.91,1180,755,390,140,10,53,2.5,0,458,92,37,3,0.42,2.86,1.16,-0.3
881,Pune,Kolwan,18.582,73.532,7.66,363,232,125,20,18,9,1.3,0,153,7,2,1,0.26,0.24,0.35,0
882,Pune,Mulshi,18.533,73.52,7.68,347,222,125,40,6,18,0.3,0,171,21,7,4,0.25,0.1,0.69,0.3
883,Pune,Lonawala,18.758,73.418,7.66,460,294,195,40,23,22,3,0,183,32,26,26,0.21,0.51,0.69,-0.9
884,Pune,Loni (Ambegaon),18.903,74.085,7.87,1028,658,325,90,24,84,14.3,0,427,82,47,6,0.43,1.39,2.02,0.5
885,Pune,Karanje,18.134,74.254,8.26,1629,1043,350,76,39,197,3.6,0,732,117,55,2,0.56,3.41,4.57,5
886,Pune,Pune,18.539,73.846,7.87,670,429,265,80,16,39,0.6,0,305,39,15,36,0.42,1.12,1.05,-0.3
887,Pune,Pabal New,18.836,74.05,7.85,1753,1122,410,80,51,148,100.7,0,610,234,51,41,0.41,2.96,3.19,1.8
888,Pune,Shikrapur,18.691,74.117,7.83,1586,1015,340,60,46,143,5.5,0,549,131,47,24,0.59,3.87,3.37,2.2
889,Pune,Kharabwadi,18.757,73.843,7.8,947,606,315,70,34,50,0.7,0,262,113,48,17,0.47,1.28,1.22,-2
890,Pune,Kolawade,18.303,73.695,7.74,1064,681,430,90,50,42,0.5,0,378,135,33,19,0.36,3.04,0.87,-2.4
891,Pune,Kasurdi-1,18.204,73.902,7.75,1066,682,465,100,52,31,0.4,0,366,131,32,39,0.32,2.84,0.62,-3.3
892,Pune,Kamatwadi-Walha,18.151,74.169,7.79,1429,915,395,80,47,132,0.9,0,415,227,53,17,0.36,1.52,2.89,-1.1
893,Pune,Ausari Khurd-1,18.976,73.858,7.79,652,417,250,52,29,26,0.9,0,232,57,18,17,0.37,0.4,0.71,-1.2
894,Pune,Kamshet,18.762,73.564,7.71,910,582,325,58,44,54,1.5,0,354,96,26,3,0.32,2.2,1.3,-0.7
895,Pune,Nhavare-1,18.663,74.371,7.77,1106,708,450,90,55,37,0.3,0,336,131,50,43,0.28,1.92,0.75,-3.5
896,Pune,Kamunde,19.239,74.025,7.92,904,579,310,60,39,68,0.9,0,397,67,28,35,0.33,0.62,1.68,0.3
897,Pune,Ale-1,19.168,74.085,7.96,753,482,295,60,35,30,0.2,0,330,32,33,36,0.42,0.81,0.76,-0.5
898,Pune,Zendewadi-1,18.415,74.018,7.94,804,515,300,80,24,42,0.3,0,342,46,26,32,0.42,0.93,1.06,-0.4
899,Pune,Wagholi-1,18.599,74,7.72,1568,1004,525,120,55,104,1.3,0,397,280,49,27,0.48,3.54,1.96,-4
900,Pune,Baramati,18.153,74.589,8.25,855,547,350,80,36,23,5.2,0,275,103,33,24,0.45,2.31,0.54,-2.5
901,Raigad,Veshwi,18.75,73.033,7.68,762,488,295,80,23,25,0.6,0,348,43,22,1,0.26,0.08,0.63,-0.2
902,Raigad,Varandha,18.133,73.567,7.25,249,159,120,44,2,9,6.8,0,104,28,12,10,0.16,0,0.36,-0.7
903,Raigad,Kharapati,18.45,73.1,7.52,584,374,230,80,7,19,3.3,0,244,35,16,9,0.14,0.28,0.55,-0.6
904,Raigad,Poladpur,17.983,73.467,7.16,425,272,175,60,6,17,2.8,0,159,39,15,13,0.11,0,0.56,-0.9
905,Raigad,Hudhre Budruk (Karjat,18.913,73.319,7.61,763,488,300,112,5,35,8,0,366,53,14,2,0.12,0.11,0.89,0
906,Raigad,Chandore,18.167,73.183,7.27,126,81,60,18,4,6,4.8,0,61,14,5,2,0.11,0,0.34,-0.2
907,Raigad,Bilji (Umta),18.535,72.983,7.5,456,292,190,70,4,16,1.5,0,214,35,12,2,0.12,0,0.51,-0.3
908,Raigad,Sochinde,18.067,73.4,7.43,449,287,180,64,5,18,4.6,0,165,53,11,7,0.12,0,0.58,-0.9
909,Raigad,Khutal,18.358,73.017,7.71,520,333,190,66,6,35,1,0,244,35,8,1,0.21,0,1.12,0.2
910,Raigad,Jite,18.814,73.088,7.55,437,280,195,70,5,14,1.2,0,232,18,11,4,0.18,0,0.43,-0.1
911,Raigad,Kargaon,18.726,73.299,7.65,354,226,170,60,5,11,0.6,0,195,18,7,1,0.17,0,0.35,-0.2
912,Raigad,Dapoli,18.478,73,7.3,2078,1330,600,200,24,160,10.6,0,397,347,74,4,0.13,1.09,2.85,-5.5
913,Raigad,Phugaon,18.433,73.206,7.52,723,462,250,90,6,29,29.3,0,226,71,19,41,0.13,0,0.81,-1.3
914,Raigad,Kelte,18.084,73.1,7.48,94,60,50,10,6,4,1.8,0,49,11,6,2,0.1,0,0.25,-0.2
915,Raigad,Saigaon Govalwadi,18.032,73.081,7.19,134,86,50,16,2,6,0.4,0,61,11,1,1,0.1,0,0.38,0
916,Raigad,Kumbharcha Kosta Bk,18.303,73.306,7.52,473,302,190,54,13,21,1.9,0,195,50,14,4,0.14,0,0.66,-0.6
917,Raigad,Poynad,18.692,72.992,7.76,797,510,260,70,21,38,2.2,0,330,53,21,1,0.2,0.21,1.02,0.2
918,Raigad,Nagaon,18.612,72.9,7.87,839,537,315,100,16,30,13.3,0,415,39,17,6,0.23,0.71,0.74,0.5
919,Raigad,Pali,18.543,73.219,7.64,691,442,200,68,7,35,30.7,0,293,50,16,3,0.12,0,1.07,0.8
920,Raigad,Khalapur,18.828,73.284,7.54,282,180,75,24,4,16,15.5,0,122,18,12,2,0.13,0,0.78,0.5
921,Raigad,Vadkhal,18.733,73.05,7.65,1338,856,425,110,36,77,2.8,0,336,230,23,4,0.15,0.9,1.62,-3
922,Raigad,Navade-1,19.051,73.101,8.19,1311,839,125,40,6,203,10.4,0,427,142,54,2,0.2,0,7.91,4.5
923,Raigad,Valvade Shababaj,18.607,72.979,7.63,840,538,240,70,16,55,2.8,0,232,106,35,7,0.12,0.14,1.53,-1
924,Raigad,Madegaon,18.117,73.216,7.6,283,181,140,40,10,13,0.3,0,165,21,3,2,0.13,0.44,0.47,-0.1
925,Raigad,Vadva Bk,18.622,72.951,7.88,1126,721,435,140,21,48,4.8,0,488,103,35,5,0.15,0,0.99,-0.7
926,Raigad,Kude,18.495,72.982,7.6,600,384,235,60,21,24,1.3,0,153,89,28,3,0.14,0.51,0.67,-2.2
927,Raigad,Shenvai-1,18.468,73.067,7.55,559,358,200,54,16,33,1.3,0,153,89,24,2,0.15,0,1.03,-1.5
928,Raigad,Sukeli,18.488,73.184,7.48,1184,758,465,126,36,27,0.6,0,183,266,20,2,0.1,0,0.54,-6.3
929,Raigad,Indapur-1,18.299,73.239,7.93,659,422,260,70,21,28,4.5,0,275,71,6,1,0.09,0.35,0.76,-0.7
930,Raigad,Murud,18.333,73.007,7.87,755,483,285,76,23,38,3.3,0,397,28,18,3,0.17,0,0.97,0.8
931,Raigad,Khari,18.443,73.101,7.72,396,253,165,46,12,13,0.8,0,183,25,13,4,0.13,0.8,0.45,-0.3
932,Raigad,Alibag,18.646,72.875,7.89,966,618,225,84,4,53,21.6,0,189,106,30,18,0.22,0,1.54,-1.4
933,Raigad,Chinchpara,18.986,73.09,7.77,679,435,240,68,17,37,1.4,0,305,46,21,2,0.15,0.83,1.05,0.2
934,Raigad,Chinchawali,18.976,73.329,7.67,389,249,175,60,6,10,0.7,0,214,7,7,3,0.15,0,0.34,0
935,Ratnagiri,Jaigarh,17.302,73.222,7,217,139,85,28,4,9,3.7,0,98,18,0,6,0.26,0.05,0.44,-0.1
936,Ratnagiri,Devghar,17.483,73.35,6.53,90,58,35,12,1,5,0.4,0,31,14,0,4,0.14,0,0.4,-0.2
937,Ratnagiri,Vakvali,17.75,73.283,6.61,143,91,45,16,1,9,5.6,0,43,18,13,4,0.13,0.08,0.61,-0.2
938,Ratnagiri,Agave,17.358,73.533,7.21,306,196,100,34,4,30,0.8,0,171,18,7,4,0.21,0,1.31,0.8
939,Ratnagiri,Ambed Budruk,17.133,73.483,7.02,101,64,50,18,1,6,0.5,0,55,14,0,2,0.16,0,0.39,-0.1
940,Ratnagiri,Jakadevi,17.167,73.4,7.01,102,66,45,16,1,6,0.6,0,31,21,0,6,0.15,0,0.38,-0.4
941,Ratnagiri,Kalambani,17.767,73.417,7.02,101,65,40,10,4,5,2.3,0,37,14,0,2,0.15,0,0.34,-0.2
942,Ratnagiri,Rajapur,16.65,73.517,7.19,103,66,50,16,2,6,0.3,0,61,11,0,1,0.14,0.02,0.36,0
943,Ratnagiri,Sakarpa,16.983,73.717,7.06,317,203,135,50,2,8,6.7,0,146,21,1,8,0.18,0.31,0.29,-0.3
944,Ratnagiri,Mahapral,18.05,73.283,7.22,566,362,225,64,16,18,1.1,0,79,142,5,9,0.15,0,0.53,-3.2
945,Ratnagiri,Dapoli,17.763,73.192,7.14,104,67,40,8,5,7,1.5,0,24,18,0,10,0.14,0,0.45,-0.4
946,Ratnagiri,Kashedi,17.889,73.435,7.99,167,107,50,18,1,13,9.5,0,55,14,23,4,0.13,0.1,0.8,-0.1
947,Ratnagiri,Valops Buddhwadi,17.553,73.508,7.88,298,191,125,36,9,10,0.8,0,98,28,15,17,0.33,0.1,0.4,-0.9
948,Ratnagiri,Oni,17.7,73.583,7.89,145,93,50,14,4,10,3.1,0,49,21,0,9,0.21,0,0.61,-0.2
949,Ratnagiri,Saitwade,17.235,73.272,7.49,133,85,50,16,2,8,1.2,0,43,21,0,4,0.19,0,0.49,-0.3
950,Ratnagiri,Jalgaon,17.746,73.183,7.61,105,67,40,10,4,7,0.5,0,43,14,0,3,0.18,0,0.48,-0.1
951,Ratnagiri,Pimper,17.396,73.267,7.29,253,162,100,26,9,11,2.2,0,73,25,12,27,0.17,0.05,0.49,-0.8
952,Ratnagiri,Dugvay,17.403,73.404,7.63,67,43,25,6,2,4,0.4,0,18,11,0,6,0.16,0.43,0.39,-0.2
953,Ratnagiri,Chiplun,17.533,73.517,7.62,418,268,160,44,12,19,3.3,0,207,21,6,6,0.16,0.01,0.65,0.2
954,Ratnagiri,Dabhola,16.983,73.6,7.39,216,138,90,20,10,7,0.5,0,98,18,0,3,0.27,0,0.33,-0.2
955,Ratnagiri,Solgaon,16.656,73.431,7.27,102,66,40,12,2,5,0.8,0,31,18,2,2,0.18,0,0.36,-0.3
956,Ratnagiri,Dasturi,17.747,73.354,7.11,380,243,150,42,11,17,0.6,0,79,53,18,40,0.17,0,0.61,-1.7
957,Ratnagiri,Karanjani,17.784,73.239,7.16,97,62,40,10,4,5,1.3,0,31,18,0,4,0.16,0,0.37,-0.3
958,Ratnagiri,Kumble,17.946,73.294,7.58,325,208,130,34,11,13,2.4,0,134,18,17,8,0.13,0.11,0.51,-0.4
959,Ratnagiri,Muchari (Bhatadewadi),17.139,73.594,7.31,167,107,75,26,2,7,0.8,0,92,14,0,1,0.16,0,0.36,0
960,Ratnagiri,Tetavli (Kadamvadi),17.7,73.308,7.31,112,72,45,14,2,6,2.1,0,49,11,0,7,0.17,0.17,0.4,-0.1
961,Ratnagiri,Abloli,17.345,73.344,7.43,120,77,50,16,2,5,1.6,0,37,21,1,2,0.17,0.08,0.3,-0.4
962,Ratnagiri,Karanjari,16.996,73.571,7.81,163,104,65,20,4,9,0.7,0,79,11,0,3,0.17,0,0.48,0
963,Ratnagiri,Kotluk,17.392,73.322,7.81,127,81,50,14,4,6,1.7,0,49,18,0,3,0.17,0.04,0.39,-0.2
964,Ratnagiri,Morewadi (Agve),16.886,73.444,8,392,251,100,32,5,40,0.3,0,207,18,0,2,0.17,0,1.75,1.4
965,Ratnagiri,Devrukh,17.068,73.608,7.88,139,89,50,14,4,8,0.5,0,43,18,0,11,0.17,0,0.46,-0.3
966,Ratnagiri,Ganapati Pule-1,17.164,73.269,7.27,193,123,65,14,7,16,0.6,0,43,35,3,12,0.2,0,0.86,-0.6
967,Ratnagiri,Ratnagiri-1,17,73.293,7.15,327,210,115,36,6,19,4.9,0,122,35,10,9,0.22,0,0.75,-0.3
968,Ratnagiri,Visapur,17.86,73.262,6.68,130,83,50,14,4,4,3.8,0,31,14,5,15,0.21,0.56,0.24,-0.5
969,Ratnagiri,Shingartale-1,17.492,73.262,6.76,182,117,45,12,4,19,2.1,0,61,25,2,5,0.19,0,1.26,0.1
970,Ratnagiri,Talsure,17.756,73.221,6.9,91,58,40,14,1,5,2.2,0,31,18,3,5,0.18,0,0.38,-0.3
971,Ratnagiri,Pachad,17.483,73.467,7.58,331,212,145,36,13,10,0.6,0,140,35,2,6,0.18,0,0.36,-0.6
972,Ratnagiri,Umroli,17.465,73.406,7.49,68,43,25,6,2,4,0.3,0,18,11,0,3,0.15,0.09,0.31,-0.2
973,Ratnagiri,Mandki,17.398,73.512,7.15,122,78,45,14,2,7,0.4,0,55,11,0,2,0.14,0,0.46,0
974,Ratnagiri,Pomendi,17.001,73.376,7.56,112,71,40,10,4,7,0.7,0,37,18,0,5,0.15,0.17,0.5,-0.2
975,Ratnagiri,Lanjuka Sada,17.088,73.396,7.5,83,53,35,8,4,4,0.4,0,18,18,2,4,0.15,0,0.29,-0.4
976,Ratnagiri,Chafe Katalwadi,17.177,73.328,7.08,56,36,15,4,1,5,0.4,0,18,7,0,1,0.13,0.04,0.56,0
977,Ratnagiri,Khandala,17.233,73.272,7.18,123,79,45,14,2,7,0.7,0,55,11,0,1,0.15,0,0.45,0
978,Ratnagiri,Pali-1,16.988,73.481,7.13,164,105,65,16,6,9,1.3,0,73,18,0,4,0.14,0,0.47,-0.1
979,Ratnagiri,Gawane,16.876,73.507,7.11,92,59,35,10,2,6,0.9,0,37,14,0,1,0.13,0,0.47,-0.1
980,Ratnagiri,Shirgaon,17.453,73.626,7.4,182,116,70,16,7,7,0.6,0,73,18,0,6,0.13,0.08,0.37,-0.2
981,Ratnagiri,Pawas,16.698,73.395,7.27,89,57,30,10,1,7,1.1,0,24,18,0,2,0.12,0.12,0.53,-0.2
982,Ratnagiri,Hatiwale,16.607,73.549,6.9,103,66,40,6,6,5,0.4,0,18,25,0,3,0.12,0.17,0.35,-0.5
983,Ratnagiri,Jaitapur,16.628,73.537,7.19,2148,1375,410,84,49,300,7.1,0,61,730,39,2,0.34,0.18,6.43,-7.2
984,Ratnagiri,Dhartale,16.698,73.395,7.35,96,61,35,10,2,6,0.6,0,31,14,0,4,0.18,0.02,0.43,-0.2
985,Ratnagiri,Dattawadi,16.56,73.493,7.25,69,44,25,6,2,5,0.3,0,31,7,0,2,0.15,0.08,0.43,0
986,Ratnagiri,Varewadi,17.088,73.288,7.71,191,122,65,14,7,15,2.7,0,73,21,9,6,0.19,0.12,0.8,-0.1
987,Ratnagiri,Dhamnand,17.61,73.595,7.47,109,70,50,12,5,6,0.8,0,49,14,2,2,0.17,0.18,0.34,-0.2
988,Ratnagiri,Dhamni,17.786,73.333,7.48,149,95,65,18,5,7,0.6,0,67,18,0,2,0.16,0.19,0.38,-0.2
989,Ratnagiri,Ghuhagher,17.484,73.194,7.3,207,132,75,16,9,12,0.7,0,85,18,2,4,0.15,0,0.59,-0.1
990,Ratnagiri,Kasheli,16.744,73.331,6.93,1606,1028,435,100,45,150,8.4,0,49,503,25,11,0.14,0,3.13,-7.9
991,Ratnagiri,Kombe,,,7.32,98,63,40,8,5,5,0.4,0,24,18,1,5,0.12,0.06,0.35,-0.4
992,Sangli,Jath,17.05,75.217,8.12,1277,817,300,52,41,110,77.4,0,525,103,38,49,0.27,0.24,2.75,2.6
993,Sangli,Kadepur,17.3,74.367,7.67,618,396,230,58,21,31,2.1,0,281,32,23,11,0.34,0.16,0.9,0
994,Sangli,Umbargaon,17.542,74.958,7.7,820,525,320,48,49,37,0.9,0,372,43,44,8,0.34,0.09,0.91,-0.3
995,Sangli,Ashta,16.954,74.409,7.4,1070,685,425,90,49,48,0.5,0,323,110,71,53,0.23,1.17,1.02,-3.2
